index_num,ra,dec,conf
14611,155.1843471,6.74088469,0.746656
14621,166.5939613,7.53134182,0.770787
14647,125.3299965,4.6010529,0.657449
14666,160.2180812,7.47879021,0.689276
14700,150.5203523,7.27482918,0.707088
14728,146.6541373,6.80051373,0.770896
14764,209.1689664,7.98089914,0.72148
14852,145.9028268,7.45092483,0.791048
14892,193.8162244,9.61229926,0.702655
14903,210.3646412,8.73999338,0.736402
14910,212.9650711,8.50080451,0.782505
14921,131.6826602,6.07102153,0.693206
14927,152.6301278,8.48417264,0.66643
14969,193.5990662,10.06508071,0.720116
14989,210.6778039,9.16444619,0.868693
14995,216.2081917,8.6991367,0.782496
15014,132.8432327,6.67877556,0.815521
15023,144.6679819,8.13718348,0.665295
15141,187.3671153,10.92769232,0.69657
15158,206.7588177,10.14037867,0.726926
15180,186.4120315,68.33137309,0.780421
15184,185.6519049,60.67105312,0.690515
15303,184.734436,13.47840278,0.801852
15327,224.0506098,5.73214486,0.827401
15331,233.4268393,4.83957169,0.715135
15333,231.5379791,5.38466728,0.652108
15380,211.1345258,51.23474874,0.693741
15401,200.7550165,53.58584023,0.770207
15435,183.3440311,55.18095643,0.708482
15457,150.9381329,50.50313137,0.654064
15480,195.910221,55.10215206,0.78366
15486,205.0125845,53.96338031,0.822199
15510,181.6318279,55.90646726,0.679235
15596,232.5620561,42.60205708,0.840343
15622,233.7094584,42.43654441,0.783599
15639,253.6450787,26.39599289,0.652155
15654,219.1479669,49.41682745,0.802817
15737,255.8402528,25.82884399,0.736685
15739,258.5013386,23.01079747,0.754569
15774,224.7350445,46.65399158,0.802122
15778,231.933441,43.06812766,0.715408
15804,235.6009352,41.62370474,0.78541
15809,239.0018825,39.26400449,0.787826
15830,227.7296989,46.14745096,0.784263
15877,244.8841471,36.03644609,0.796425
15900,245.6206343,36.02792838,0.659749
16007,232.5369589,49.05218774,0.747828
16045,246.0834752,40.86457996,0.78692
16053,250.5663873,29.31981043,0.686133
16090,250.3820626,31.21990515,0.771828
16107,243.9792988,37.95541629,0.670627
16121,232.8939498,45.04370533,0.704001
16156,227.8858236,48.57664967,0.650044
16172,243.7897182,38.76777943,0.694574
16173,243.927895,38.60331667,0.706866
16177,245.2515175,37.35896683,0.776342
16201,243.6366603,39.53336915,0.699251
16211,250.8365566,32.73569665,0.697483
16212,251.7294686,31.88553484,0.813543
16239,246.5726077,37.46345946,0.734259
16250,228.8837551,49.61927948,0.823546
16256,234.236747,46.83210132,0.675237
16267,246.0174915,38.67300162,0.705221
16303,229.661553,49.78713149,0.675775
16319,251.4781107,33.1605156,0.696133
16362,258.9357333,24.53484927,0.76058
16376,233.1628683,48.84628298,0.65864
16380,237.9630435,45.98440842,0.74647
16388,246.851357,39.07051113,0.745003
16389,246.905549,38.89671716,0.719027
16413,222.0192667,54.60211496,0.733873
16435,245.1877332,41.26070987,0.817593
16436,245.3773625,40.90022674,0.739324
16523,250.1173766,35.62256595,0.756157
16530,255.1498897,29.91427383,0.72058
16551,237.420413,47.16273188,0.751075
16603,203.600436,7.42829603,0.655633
16617,332.2756046,-0.7464975,0.653622
16669,31.58735111,0.50854309,0.692811
16706,4.6563164,34.15042681,0.722119
16714,2.09983105,33.02712946,0.787388
16749,266.1578948,47.00206986,0.793953
16751,266.2531468,46.0923239,0.754821
16779,263.4537087,57.89099635,0.664586
16812,352.6413708,-1.19540024,0.713459
16876,16.50770751,45.87778438,0.655548
16904,11.65068139,40.97426854,0.727725
16914,8.65981347,39.43099185,0.797694
16922,13.71600941,44.73081185,0.658825
16925,3.99715917,35.76793165,0.775228
16947,341.1706267,-0.06619006,0.678507
16973,40.60119259,-1.16670691,0.675707
17039,358.5100095,-1.07621203,0.659905
17042,28.61476783,-0.79580299,0.692948
17051,7.72054341,0.54241005,0.722278
17070,353.2539518,-0.42239205,0.671015
17102,45.69861696,0.96531904,0.706967
17115,50.34271836,0.24185573,0.787335
17134,140.1083943,36.2455011,0.804202
17141,155.9088448,42.3712066,0.73603
17162,146.0176834,39.39443942,0.700316
17174,119.1087196,23.67167034,0.748533
17184,139.2990991,36.96536782,0.765972
17218,150.5819161,42.19863749,0.759188
17265,120.3539582,3.44752683,0.757833
17286,130.0613461,5.63557928,0.852897
17292,142.4779825,7.29248094,0.721424
17298,137.6190579,7.18758227,0.790626
17313,137.6553978,7.59755875,0.705403
17435,145.7247402,8.95989685,0.698974
17446,166.1623771,8.55014393,0.687436
17507,164.0175643,9.73841712,0.704966
17508,164.7518326,9.67770317,0.728749
17525,193.7367227,10.19252063,0.674798
17530,166.1894392,10.27942654,0.707454
17534,176.1533991,10.68423537,0.78019
17562,122.8018624,25.65380294,0.68364
17587,180.9187188,46.40418248,0.749012
17641,184.5468793,46.91751849,0.676069
17685,144.701393,40.073041,0.656815
17701,166.1187067,46.27018346,0.748835
17723,153.9493566,43.90856242,0.701519
17740,185.0730731,48.13599295,0.715473
17749,167.5780364,47.37168914,0.76522
17788,163.1361666,10.98564888,0.74454
17793,146.0123099,9.37370593,0.792721
17833,120.7414652,6.00525751,0.761414
17892,123.8015919,24.38877617,0.845893
17903,143.3396714,35.56234339,0.73315
17914,115.6254239,18.45990451,0.677601
17918,118.1872042,20.579853,0.774769
17964,139.3534346,34.52603068,0.715351
17983,125.5616736,27.01963313,0.667467
17985,130.3654974,30.26317991,0.654936
17998,146.1173705,38.12748115,0.770617
18000,147.3183326,38.35453633,0.676387
18069,172.4274181,44.06701237,0.730042
18074,168.2902976,43.8859805,0.710058
18077,172.5320692,44.44995658,0.754857
18084,160.0984253,43.08901666,0.747767
18123,121.9610671,23.1576146,0.725164
18168,131.1197788,31.35653335,0.762552
18204,138.320354,33.86828332,0.662668
18267,46.83528857,44.15939466,0.681138
18269,54.38958075,40.07761376,0.679486
18273,54.52803536,40.73328349,0.715813
18275,43.27722557,46.93586935,0.701119
18319,43.57692476,44.2233032,0.699234
18328,40.49396212,45.95057307,0.790451
18329,43.0259736,44.9244206,0.703376
18334,39.84225206,46.47050042,0.654571
18341,54.33852244,40.052747,0.706822
18343,42.11883284,46.19924519,0.744196
18345,50.80895201,42.47002577,0.750181
18359,48.04295309,42.43743351,0.650843
18372,55.75295482,39.33795125,0.661263
18375,44.98171526,45.77493646,0.684441
18390,119.0273373,4.72970078,0.759492
18400,142.6300994,8.70675834,0.737488
18421,147.9880724,9.90716328,0.745587
18428,118.4720186,5.47587838,0.697486
18432,121.3902799,5.97823617,0.772442
18433,122.284017,6.08366395,0.783664
18434,123.4888402,6.26981331,0.702311
18441,138.1952504,8.93858113,0.836598
18446,146.1496368,10.04126062,0.741665
18458,156.8147312,11.35789146,0.690824
18502,148.7280999,11.35756816,0.730432
18515,158.0128849,12.3542773,0.684604
18528,171.3962406,13.34274502,0.80495
18534,181.8193093,13.82119206,0.754243
18550,147.8859018,11.33500534,0.658953
18580,176.7183652,14.07159572,0.743459
18604,145.306112,11.23813534,0.76533
18608,147.7979257,11.81815746,0.750776
18612,152.1929906,12.44604349,0.674314
18627,169.0368214,14.19857761,0.675401
18629,170.1580794,14.16824219,0.758703
18642,120.6056094,6.66078147,0.696449
18670,159.1904911,13.5962459,0.695761
18683,166.8559038,14.49478744,0.687862
18697,122.9857791,7.76485152,0.74173
18700,131.0921762,9.53642585,0.832502
18719,156.3493775,13.72899382,0.674036
18734,167.2068201,14.89928236,0.707757
18744,178.0568114,15.3713695,0.713192
18745,180.3691157,15.38400306,0.724116
18747,187.0310839,15.4922927,0.677313
18772,152.6110174,13.67978531,0.73287
18788,168.317803,15.40732661,0.759554
18800,41.71611339,42.72210665,0.755848
18803,42.97464378,42.13596536,0.718373
18804,43.07069149,42.13900399,0.740086
18806,47.01697014,40.34890474,0.758368
18808,35.53903758,45.26467189,0.68223
18809,36.23875574,44.86595456,0.781452
18822,35.08071983,45.80904691,0.744393
18824,38.88461935,44.68439991,0.747811
18835,36.64633965,45.76194639,0.741282
18836,41.13798376,44.15790747,0.770739
18838,44.82964636,42.87664301,0.680786
18852,46.24449618,42.60440795,0.788006
18854,49.96329642,40.89683198,0.671931
18860,41.60611641,44.95411382,0.655764
18873,129.2152683,25.82733906,0.711806
18881,117.1892548,18.19319795,0.690416
18939,134.6833962,30.51058135,0.720215
18942,136.8614855,31.64807427,0.688321
18954,115.2714837,18.86638319,0.654126
18978,31.24551367,45.61577075,0.692316
19004,48.03486172,40.24428967,0.703101
19005,48.70803077,40.26743321,0.719519
19009,44.82160616,43.04150889,0.664901
19012,57.26331115,36.78687733,0.68645
19058,150.4514776,36.49956698,0.780461
19073,127.3414021,25.88631701,0.793044
19115,144.6314012,35.31737862,0.69301
19127,116.5699349,19.63684229,0.709327
19132,131.0885561,29.10376177,0.668072
19144,155.2820028,39.29164086,0.722906
19217,158.2218139,40.06622272,0.775243
19244,191.3831035,50.01647007,0.795378
19264,194.8159013,48.94547549,0.689923
19293,197.5942522,49.77647805,0.655611
19311,225.531297,40.89248812,0.756849
19326,216.0947911,45.17731365,0.760143
19333,214.8523489,45.95856712,0.838183
19349,220.5299035,44.710366,0.809569
19402,164.5126688,56.28576513,0.655812
19408,182.51906,58.07048392,0.783077
19436,189.123643,46.22732748,0.660691
19440,157.0125642,43.1322389,0.692371
19474,164.9107454,45.36449727,0.670114
19494,157.4706546,44.26960411,0.778841
19508,177.9268775,47.46828703,0.686103
19562,203.8164441,44.76168744,0.801627
19564,204.3088794,44.59092214,0.790627
19594,200.9444781,46.05953596,0.770935
19633,203.0321201,46.70744138,0.674595
19648,194.9663019,47.91485408,0.717099
19673,155.8339996,37.37280466,0.730757
19676,156.6818008,37.77115941,0.761421
19682,160.7899396,38.6410096,0.740549
19697,147.7452526,35.21038728,0.771074
19717,162.9444186,39.58528428,0.709543
19746,161.5374992,39.73438666,0.809387
19755,142.5913101,34.26897276,0.714755
19769,151.9756692,37.57969255,0.794964
19775,162.6429981,40.39509849,0.677177
19856,213.4151884,53.41444257,0.770726
19867,235.4528457,44.37197741,0.754898
19878,258.8665575,22.79402671,0.654959
19898,234.5693555,45.46951679,0.768815
19918,250.7905244,32.52128814,0.69963
19942,217.7018064,53.34450811,0.807364
19954,235.355716,45.52166334,0.655401
20021,248.5037046,36.1903377,0.701145
20039,240.4352316,43.41919782,0.686575
20051,202.4075464,55.04682012,0.664935
20071,212.5666004,53.4410341,0.761797
20113,222.4135668,51.31849808,0.786491
20151,208.392645,56.17252258,0.801825
20188,210.2048901,43.56365745,0.731136
20195,218.8017253,41.06620154,0.725324
20202,202.279327,45.53191651,0.661752
20208,221.2464125,40.87605516,0.821523
20223,207.9444772,44.95007851,0.772173
20257,194.3800219,47.35146702,0.748648
20266,204.8732692,46.01522408,0.806806
20276,221.5189085,41.63084259,0.672325
20280,225.8416796,39.91838754,0.654249
20287,192.0366795,47.9510045,0.706531
20307,222.0035831,41.94603837,0.69333
20331,202.5707279,47.3144599,0.749889
20333,208.5209133,46.30046259,0.673345
20363,249.1397978,24.12728793,0.812012
20389,247.93394,25.74753735,0.733191
20401,228.5086813,38.25634524,0.803012
20410,237.3431089,33.64217205,0.775385
20435,254.9732027,20.36522097,0.720131
20447,231.2317662,37.49899713,0.761912
20477,246.7269685,28.40413072,0.758003
20539,179.4512458,12.03968984,0.669251
20546,183.0656543,12.1704121,0.654805
20589,174.2864987,13.25073252,0.760868
20657,177.1490371,43.72199964,0.796118
20683,235.5061879,31.21256094,0.662366
20686,241.1278642,27.85178266,0.776643
20701,182.6881657,44.49241094,0.693468
20726,225.8517772,36.4094597,0.733543
20731,228.6006119,35.33313988,0.661004
20792,236.9423476,31.43073719,0.757549
20852,146.7667382,38.9016648,0.675885
20868,167.7261255,44.4926149,0.659926
20869,167.7418237,44.33219625,0.717058
20978,229.9839172,34.02669297,0.710919
20990,179.5975219,44.23011662,0.839868
21011,213.9703935,40.48500364,0.779471
21039,189.6975362,44.66663159,0.701582
21069,233.166002,33.23650254,0.758873
21070,233.53238,33.19669967,0.774523
21082,186.292983,45.18031084,0.65359
21090,191.3624087,44.91972134,0.788906
21096,202.3327809,43.68085515,0.849503
21149,200.8099661,44.43293954,0.793343
21174,155.9402749,42.09745894,0.694512
21234,148.639009,11.73864531,0.667456
21252,159.9993234,13.60866501,0.761572
21253,160.7401589,13.54867671,0.823131
21254,161.3400898,13.71386194,0.800078
21293,149.6297346,13.52104424,0.809627
21298,159.9135041,14.8989885,0.653853
21326,200.6669315,10.99332655,0.672407
21346,224.2277144,8.84052813,0.799332
21370,239.6391596,6.28880104,0.76279
21456,156.6983322,11.01318528,0.750845
21494,217.7505712,10.48956908,0.668024
21516,228.3736637,8.94578819,0.76864
21528,160.9232615,11.80762399,0.725613
21534,168.7718234,12.30974824,0.765679
21540,178.7426297,12.83623288,0.69705
21555,206.4413167,11.97141228,0.675906
21556,209.4074954,11.66315892,0.77131
21645,226.8740812,10.01609259,0.691411
21673,210.7560973,12.48459332,0.814874
21676,211.6633538,12.38282744,0.72595
21692,232.5412356,9.6810036,0.760674
21701,245.1091452,7.43387994,0.781039
21715,198.7535856,50.88992095,0.693361
21736,195.4946808,52.1444386,0.695598
21737,196.592762,51.99855404,0.711319
21778,192.712071,41.01323309,0.792269
21874,187.1157878,43.10092269,0.784488
21881,164.0747365,41.60185853,0.76455
21924,198.367376,6.23785042,0.758375
21931,179.2802345,6.67573574,0.689009
21934,189.3771126,6.63154186,0.723388
22035,172.4150221,7.79356176,0.732269
22075,180.8885779,8.39152507,0.675244
22142,199.2429226,7.22519054,0.761795
22167,214.6972434,6.74764031,0.783087
22191,215.581322,7.13132439,0.68151
22286,229.3811459,32.53430624,0.72471
22321,212.5814297,38.93702788,0.797522
22336,158.5317986,39.70092661,0.690004
22346,179.3725139,42.65006991,0.772247
22352,188.4195218,42.70600475,0.752968
22372,216.287086,38.378661,0.679487
22395,183.1649291,43.28061777,0.748016
22496,209.7727416,10.66685425,0.709982
22500,218.0133474,9.79915277,0.789249
22534,206.1471012,11.32574211,0.697413
22558,230.1266903,8.53677135,0.759094
22596,233.6777391,8.33513308,0.774316
22606,252.9617659,4.97546331,0.745465
22664,231.3896069,9.53885828,0.714692
22666,233.552751,9.31012024,0.76055
22678,240.2273708,8.08963509,0.661068
22682,252.1178136,5.87130544,0.792693
22690,130.1182455,24.38913791,0.823546
22719,171.22515,37.92535612,0.798659
22722,181.5957522,38.90468136,0.658835
22749,219.0378229,33.62682156,0.770667
22809,176.8860038,39.09125431,0.700046
22810,177.2926953,39.0314899,0.6506
22827,207.8631892,37.01644526,0.746386
22851,231.5050805,29.16625039,0.651048
22855,235.17677,27.3354505,0.733767
22918,185.0908305,39.68528593,0.660789
22924,190.2304571,39.63967367,0.801862
22925,190.5656275,39.56604937,0.784285
22936,203.4544132,38.13412401,0.690364
22943,217.7436305,34.93007434,0.771064
22945,218.1648992,34.66203683,0.759918
22959,250.2269584,18.94778289,0.726221
22979,155.3554221,36.20066783,0.673666
22983,158.7488945,36.97931008,0.661509
23028,217.420446,35.5223672,0.745957
23030,218.8385394,34.89331262,0.756125
23051,240.9522748,25.17105576,0.757244
23059,245.6795188,22.45997038,0.808925
23061,247.3114042,21.38921501,0.731883
23066,253.6460147,17.13976137,0.819355
23067,253.9374063,16.97657213,0.75428
23075,141.2082579,31.84251332,0.758195
23078,145.4233179,33.50380204,0.769724
23103,190.6221808,40.40594193,0.67764
23109,196.1890529,39.94426832,0.758127
23218,249.2733776,21.12103573,0.779949
23222,189.2033033,8.98326371,0.746851
23287,227.3681447,6.84320996,0.771358
23302,191.7709025,9.93477013,0.686177
23326,212.1689142,8.85045339,0.718153
23352,239.0291398,5.8026623,0.795237
23378,209.5478146,9.51978746,0.756344
23442,210.0616096,9.86667077,0.75827
23449,214.1985196,9.42146932,0.766642
23468,231.2539161,7.76516349,0.685217
23469,235.987148,7.04779985,0.669222
23510,208.2235515,6.32332903,0.687195
23517,207.8760404,6.89025069,0.675326
23529,207.9531329,7.68873152,0.672713
23578,241.4279576,4.9023761,0.680711
23639,238.1808333,6.22574372,0.71995
23640,238.2936017,6.10278012,0.728253
23656,209.9791189,9.57768075,0.74654
23700,215.0077572,6.08286492,0.658215
23714,232.7060599,4.58390831,0.691532
23730,225.2509116,5.65314529,0.730627
23747,233.894626,4.7848853,0.765837
23766,228.6136228,5.70048865,0.761079
23825,240.061062,30.09134371,0.691537
23902,234.104137,39.89975766,0.656419
23937,233.0227833,41.02464903,0.846791
23992,240.1803182,37.11072044,0.789246
24059,203.7317799,39.73987197,0.6967
24060,205.1225043,39.43237953,0.694362
24116,228.77015,32.73993646,0.656087
24117,228.8004494,32.58978702,0.753866
24128,237.5790928,28.34462719,0.758676
24138,247.4192236,22.1770308,0.666956
24164,240.8628092,26.92737335,0.747987
24189,213.7828171,38.84805716,0.757855
24235,232.4750006,32.44480175,0.777012
24264,220.1869792,37.82146765,0.765186
24279,241.4606717,28.0442515,0.688175
24282,243.5347852,26.67745034,0.786996
24283,245.0270991,25.77836565,0.789083
24305,185.5502254,40.7077521,0.75112
24340,236.4336877,33.93814011,0.8119
24357,234.2453762,35.64165157,0.700395
24361,240.4586524,31.92216497,0.764075
24388,250.813404,24.68559663,0.753162
24397,231.8235984,37.84555707,0.702029
24407,251.9333129,24.35273835,0.777
24453,251.6036144,19.76951264,0.71831
24455,252.8804876,18.97156329,0.741786
24473,244.6490142,25.27332296,0.781315
24537,233.9506897,37.78301477,0.694143
24545,250.267847,26.00939461,0.710839
24571,249.7356173,27.19400614,0.793718
24608,240.7951127,34.7155042,0.701171
24630,228.4294098,43.13973662,0.787129
24640,243.5501799,33.90166068,0.727823
24646,222.5144921,46.0520002,0.669503
24684,244.4689873,34.1155193,0.695999
24690,225.5407587,45.75190818,0.784525
24703,236.2804505,35.49125488,0.669368
24754,241.4798994,30.25190874,0.701302
24784,198.0516646,14.65415104,0.728257
24873,216.7904536,12.94439903,0.742394
24902,213.7342748,13.85968363,0.771949
24916,228.2098767,11.66720417,0.745362
24944,230.1808081,11.5711439,0.807812
24951,232.0772545,10.02105538,0.692797
24968,241.509069,8.50666299,0.758352
24975,241.200463,9.06921988,0.656893
24987,241.1779287,27.63683671,0.66211
24995,226.4553058,36.51327657,0.701321
25021,246.8784373,26.44766686,0.743172
25059,211.6554339,12.53157807,0.695754
25065,226.4462294,10.38367885,0.766047
25067,232.1822602,9.27521302,0.753365
25076,211.2080072,12.9851316,0.760393
25106,216.5351041,12.66867933,0.752055
25140,217.2246549,13.00906842,0.780617
25142,220.0709833,12.78067697,0.816763
25186,233.2105905,10.94741252,0.769781
25216,222.5546421,13.08649222,0.733422
25255,242.5103842,29.76032037,0.68461
25300,214.4077771,35.59632146,0.761342
25317,231.8239426,29.21522362,0.67119
25340,217.7977215,35.20140731,0.785902
25345,224.4075548,32.83616746,0.790722
25372,247.2437245,21.26375306,0.80908
25397,235.4077859,28.4505116,0.799967
25419,215.1589858,36.83504927,0.715919
25467,250.9789634,22.3877735,0.74264
25477,248.9333713,24.80391522,0.683191
25478,251.5918109,23.05108512,0.684818
25487,208.7652018,33.7993864,0.70224
25527,216.6714502,33.14587499,0.761516
25553,211.4965432,35.48424499,0.763677
25575,238.9023491,22.9728084,0.757814
25585,226.7000125,29.12793193,0.676209
25646,234.42919,26.73537455,0.74459
25651,240.2165061,23.87746172,0.719924
25655,243.6482649,21.85855402,0.772848
25661,247.7352862,19.39372299,0.748369
25718,241.6050862,56.02614952,0.796955
25737,257.4038062,38.83390104,0.746168
25753,241.340944,56.96914763,0.78276
25825,260.7079927,35.39940525,0.689176
25830,239.0296487,59.53275821,0.765359
25839,253.3168728,47.22667532,0.813455
25847,256.7725823,42.80742384,0.665225
25861,219.6510239,31.22404877,0.749953
25869,227.2226347,28.55254431,0.714206
25870,227.2132502,28.61566348,0.732718
25921,215.4285088,33.41743099,0.818583
25938,232.7233726,27.15001132,0.784129
25981,242.4940684,22.73642555,0.767517
25989,217.0257721,33.81797989,0.712893
26010,223.4297469,32.30730659,0.774465
26076,212.206884,31.64150266,0.723739
26087,219.330005,30.20255069,0.675022
26108,354.8628264,45.40511267,0.67922
26110,354.9123952,46.40244959,0.730554
26119,359.1024122,37.01770858,0.720131
26124,354.6094626,46.16276309,0.719328
26165,289.1651924,78.51645358,0.796781
26184,356.7259819,36.15124353,0.759344
26191,359.8515617,26.54842803,0.656146
26201,359.2970249,29.70546361,0.801841
26205,359.8089855,27.676658,0.654391
26214,359.4833201,31.42405829,0.795384
26215,359.7514833,29.6279446,0.715563
26259,0.15581052,33.6007809,0.840733
26273,58.08426432,-0.30038683,0.662403
26294,15.04127507,-1.25354456,0.653084
26335,358.3334176,34.4182521,0.65445
26344,359.9981226,29.93081781,0.764952
26361,3.81150998,16.58925495,0.771081
26399,336.7898672,-0.62185905,0.656607
26401,311.7951232,-0.05664968,0.756503
26406,311.6793805,0.31828359,0.77634
26411,307.1563079,0.84334145,0.69747
26438,316.4377744,-0.81212547,0.695937
26442,309.7418319,-0.28130805,0.729975
26445,321.4850132,0.46762728,0.737339
26465,321.7921854,1.1033655,0.658298
26471,341.9046798,-0.74121701,0.681072
26501,45.42085619,0.90302948,0.680561
26533,135.4338242,60.15738393,0.818507
26537,111.2464312,37.78383647,0.79615
26555,141.8002591,63.6875329,0.721904
26563,113.7639079,42.78807819,0.652308
26573,110.221082,38.26813991,0.724233
26605,310.9940824,0.26733224,0.650916
26617,1.05307362,0.76703006,0.682421
26647,145.8726044,64.19646593,0.717263
26656,116.1612997,44.68916624,0.690373
26669,127.1333578,55.49993719,0.735891
26670,127.5551686,55.77075748,0.696355
26671,127.7346936,55.8354583,0.774757
26695,127.2487816,56.09344795,0.656652
26743,117.6014527,50.19670313,0.782377
26750,109.0723822,37.73046759,0.791568
26751,110.8161457,41.35387193,0.675598
26758,122.0015177,55.24891864,0.767653
26782,7.55176678,-1.13001567,0.691823
26811,359.9619012,-0.76890831,0.712365
26855,116.1168143,47.7321768,0.782211
26870,110.2703863,39.63592945,0.653966
26880,121.2940406,54.38339069,0.787256
26882,123.1395292,55.94275879,0.781451
26900,116.7155179,50.21362339,0.817662
26921,109.8136466,41.14801195,0.769659
26945,119.9298257,55.72717806,0.760311
26949,123.1567767,58.19166012,0.808449
26951,124.729224,59.72782707,0.738462
26960,24.10856868,0.48025289,0.651605
26966,118.87482,50.53722461,0.683034
26969,133.5855395,61.94952783,0.685812
27009,123.8195822,57.78232163,0.774412
27046,23.77337535,-4.87842114,0.662799
27051,24.52417774,-3.84144096,0.675431
27118,122.5668265,21.34193903,0.744886
27164,144.3528541,12.58863481,0.756112
27178,150.0616804,12.70338335,0.677817
27244,182.8773432,14.81041633,0.779835
27268,174.1606535,15.52149434,0.75403
27269,174.8145979,15.54687822,0.756768
27270,175.1923577,15.50190632,0.792571
27294,126.8322848,7.61551457,0.683911
27301,122.5401078,6.90727525,0.679442
27348,203.1325401,13.28094033,0.771732
27378,201.233176,13.97503924,0.783091
27381,204.9085146,13.5236307,0.765791
27393,183.6685644,14.91233755,0.760499
27427,189.1614843,15.26298835,0.715561
27432,197.5359154,14.9495842,0.663308
27435,198.9022302,14.92603546,0.741943
27437,203.9968182,14.64225082,0.726337
27438,205.4760128,14.31210146,0.766607
27463,201.8963425,15.18926261,0.797279
27542,194.7440473,39.39053639,0.728647
27547,203.3534998,38.35519493,0.800378
27558,189.1629566,40.26531811,0.794563
27567,194.9666256,39.97319161,0.830783
27600,205.1545785,38.9807607,0.772165
27609,191.0860173,41.022261,0.731999
27610,192.5417693,40.94397439,0.725742
27643,129.5078942,25.39233838,0.763964
27669,209.1225335,37.7041449,0.700131
27684,163.9023348,34.40822116,0.773655
27686,165.1532063,34.64659209,0.718403
27721,167.1052437,35.33076977,0.770023
27731,187.781791,36.70007622,0.742446
27758,179.4801257,37.12678376,0.753731
27767,151.0897066,32.53517656,0.74928
27785,177.6600779,37.43504798,0.653323
27823,164.8659045,36.81150363,0.705463
27844,190.7659493,38.24242085,0.758475
27850,84.0528777,-0.76164389,0.762464
27868,117.875701,17.40424733,0.735048
27934,159.5009968,36.69702941,0.71412
27937,163.5336392,37.52165964,0.851408
27942,167.9971544,38.2629191,0.760213
27944,171.8294509,38.66522393,0.813732
27950,117.0314451,17.29095628,0.694468
27972,162.0490021,37.63424907,0.784611
28013,159.2944164,37.41683157,0.800738
28024,163.859034,38.37715696,0.801619
28044,187.0599665,40.20092198,0.694953
28066,161.6855889,38.48476998,0.720819
28129,204.5454997,35.60398902,0.682626
28130,204.5506406,35.5803077,0.743416
28156,204.0531013,36.42153126,0.683748
28163,189.1663154,38.37904251,0.691302
28180,200.5649203,7.69247739,0.679969
28195,161.2164947,34.06176314,0.738132
28216,188.8147462,36.45355793,0.673399
28263,176.9297831,37.13959103,0.827124
28293,171.4600627,37.12575967,0.76467
28372,118.5893924,16.13453844,0.749258
28405,125.4852492,21.02452493,0.674904
28437,132.1475033,24.95908979,0.689842
28448,115.383924,15.63415323,0.696097
28495,205.3703232,34.82630288,0.732458
28587,154.8698551,29.38385208,0.706905
28592,132.9308112,34.02125605,0.699971
28620,128.2577148,35.16932773,0.784484
28624,140.6333509,33.80797642,0.652663
28669,115.9097629,15.13942996,0.700058
28673,126.8104242,21.9053554,0.650837
28691,118.2007885,18.1082126,0.72305
28716,139.8171667,28.35433659,0.754492
28720,140.8961309,28.82483163,0.709257
28780,241.1271545,20.1953081,0.733421
28859,160.9847268,33.45957628,0.787931
28913,217.0286905,29.775405,0.718744
28923,180.3969981,34.31210269,0.712809
28942,202.1433139,33.1475463,0.749443
28955,210.831392,31.69925724,0.777104
28967,173.6954366,34.36895729,0.762704
28983,195.6357832,34.32952804,0.757187
29056,192.3367748,35.50552766,0.753646
29099,191.1532278,35.93563948,0.744577
29104,197.3303367,35.53015268,0.777324
29105,198.5444019,35.42139138,0.686515
29123,127.0311314,20.26349923,0.675588
29137,131.6864923,21.67474053,0.664385
29141,138.8431436,24.89654844,0.738751
29146,150.8539492,29.16452415,0.748987
29154,130.4921203,21.61603434,0.666543
29156,132.4621524,22.5801146,0.814041
29162,144.1254757,27.31267595,0.697383
29182,142.900973,27.29697125,0.742606
29195,131.9115887,23.20071585,0.779266
29198,137.7771764,25.80503935,0.724614
29221,145.3511402,29.10643449,0.808314
29269,219.0525134,29.60161949,0.748495
29293,241.8313042,20.25948204,0.663005
29294,243.0414862,19.73480612,0.793859
29392,244.9864759,19.05624465,0.732007
29429,162.2314638,31.68282346,0.729518
29502,152.2819608,29.61628391,0.756445
29534,198.2235797,33.5364712,0.73938
29542,203.1845041,32.93272634,0.670932
29545,205.7155746,32.55777641,0.663692
29552,226.765459,26.70626283,0.739013
29563,238.0789687,21.98517429,0.806351
29599,171.83158,33.91932513,0.810728
29610,193.3670275,34.43181482,0.800203
29621,199.7835948,33.84439444,0.750735
29644,228.3146698,26.62882588,0.803504
29650,235.7292655,23.5706266,0.671892
29701,174.9484456,34.69338146,0.763187
29703,183.5059135,35.02077281,0.791222
29705,187.1451518,35.10268247,0.728444
29733,228.580128,27.0742673,0.753827
29753,136.5040716,25.37509307,0.700588
29769,172.1288037,34.86006884,0.654503
29790,196.9365492,34.96974857,0.764238
29818,124.5489196,20.01620121,0.698359
29832,172.7406561,35.3522974,0.748893
29848,199.3548462,35.03192553,0.758388
29864,218.3813242,31.24000545,0.68145
29868,209.3734286,29.05894226,0.786165
29884,238.8821891,19.45343379,0.770972
29887,241.4478322,18.38438856,0.75934
29901,210.957196,29.33118309,0.732306
29937,211.5119818,29.57029061,0.700668
29940,212.5813428,29.33312015,0.673769
30058,176.026101,31.59849205,0.739271
30074,193.9694361,31.65088811,0.801148
30086,200.6883034,30.88748525,0.784822
30090,202.7493353,30.60638847,0.675617
30121,192.1356608,32.29903445,0.773183
30126,197.9462653,31.70774484,0.796634
30128,198.6785966,31.65066492,0.745417
