index_num,ra,dec,conf,objID,distance,type,ra_crossmatched,dec_crossmatched
12123,160.0316,54.56789,0.70491,1.24E+18,0.019812394,3,160.031138,54.56772524
12124,162.1986,54.94727,0.689499,1.24E+18,0.017261915,3,162.198098,54.94718693
12125,163.0642,55.10468,0.691386,1.24E+18,0.015007627,3,163.0640309,55.10443689
12126,165.8006,55.74948,0.689667,1.24E+18,0.005277694,3,165.8005456,55.74955665
12127,165.6293,55.71292,0.705967,1.24E+18,0.01522287,3,165.6288597,55.71281585
12128,166.4687,55.78544,0.733682,1.24E+18,0.02411235,3,166.4684405,55.78507612
12129,168.2547,55.97848,0.744171,1.24E+18,0.0303843,3,168.2537523,55.97843344
12130,168.915,56.02032,0.704382,1.24E+18,0.065256726,3,168.9137247,56.01951113
12131,169.1169,56.12267,0.724518,1.24E+18,0.031971956,3,169.1161735,56.12232131
12132,169.3115,56.13344,0.662841,1.24E+18,0.014915231,3,169.3112091,56.13325748
12133,169.4726,56.17448,0.731423,1.24E+18,0.027260959,3,169.4720829,56.17413735
12134,171.4887,56.55099,0.660312,1.24E+18,0.011128688,3,171.4885808,56.55116864
12135,171.3838,56.44011,0.754053,1.24E+18,0.001649913,3,171.3838132,56.44007839
12136,143.6456,49.9071,0.728253,1.24E+18,0.025800381,3,143.6451519,49.90676103
12137,146.0068,50.87992,0.696876,1.24E+18,0.04314207,3,146.0068894,50.87920084
12139,156.4891,54.25183,0.700784,1.24E+18,0.01188248,3,156.488762,54.25175457
12140,156.5514,54.15995,0.784603,1.24E+18,0.018449984,3,156.5510548,54.15972588
12141,158.3556,54.70052,0.662049,1.24E+18,0.020372303,3,158.3550511,54.70048743
12142,159.8265,54.88221,0.70955,1.24E+18,0.014082477,3,159.8261004,54.88219484
12143,160.5391,55.10663,0.738523,1.24E+18,0.037364746,3,160.5384147,55.10613831
12144,161.5546,55.36263,0.776482,1.24E+18,0.012942347,3,161.5542348,55.36260528
12145,162.5904,55.44171,0.734599,1.24E+18,0.023308309,3,162.5910682,55.44183876
12146,163.1758,55.61236,0.668294,1.24E+18,0.02934964,3,163.175026,55.61209026
12147,163.6933,55.77287,0.779959,1.24E+18,0.021752281,3,163.6926989,55.77300619
12148,164.7859,55.95396,0.729307,1.24E+18,0.034343708,3,164.7867384,55.95360678
12149,167.2862,56.22233,0.760713,1.24E+18,0.038967928,3,167.2850619,56.22226806
12150,169.9859,56.65851,0.746197,1.24E+18,0.033826231,3,169.9849275,56.65862391
12151,170.5891,56.78952,0.653211,1.24E+18,0.02072145,3,170.5884577,56.78943223
12152,170.9148,56.84119,0.78216,1.24E+18,0.013265733,3,170.9146961,56.84097704
12153,171.2989,56.8332,0.673241,1.24E+18,0.014628066,3,171.298543,56.8330597
12154,143.2817,50.1575,0.694617,1.24E+18,0.044457284,3,143.2823953,50.15690896
12155,145.5045,51.05257,0.760235,1.24E+18,0.014136056,3,145.504081,51.0525822
12156,146.2116,51.33185,0.687328,1.24E+18,0.017726382,3,146.2116882,51.33156249
12157,150.67,52.91312,0.767015,1.24E+18,0.018126196,3,150.6697043,52.91289005
12158,151.0361,52.98684,0.791788,1.24E+18,0.016762868,3,151.0362908,52.98658782
12159,151.5801,53.30465,0.665166,1.24E+18,0.018949045,3,151.5801083,53.30433354
12160,151.6372,53.36027,0.808409,1.24E+18,0.04785108,3,151.6359461,53.35993953
12162,157.4767,54.99721,0.738528,1.24E+18,0.03114282,3,157.476637,54.99669366
12163,162.2551,55.91138,0.743608,1.24E+18,0.011468362,3,162.2548034,55.91146631
12165,164.7181,56.28301,0.657911,1.24E+18,0.024179328,3,164.7176551,56.2827049
12166,165.8653,56.54654,0.802255,1.24E+18,0.031454324,3,165.8646109,56.54616251
12167,166.069,56.49103,0.65315,1.24E+18,0.019396933,3,166.0690892,56.49070998
12168,167.2934,56.6662,0.727791,1.24E+18,0.023856037,3,167.2939567,56.66597335
12169,168.6943,56.98861,0.79016,1.24E+18,0.016080885,3,168.6939251,56.98877931
12170,169.8763,57.17604,0.792755,1.24E+18,0.02221852,3,169.8764503,57.1756826
12171,169.9522,57.16197,0.690264,1.24E+18,0.009416569,3,169.9518783,57.16194216
12172,170.548,57.20433,0.812775,1.24E+18,0.007997771,3,170.5478135,57.20429721
12173,146.4343,51.96365,0.694777,1.24E+18,0.014332627,3,146.4339408,51.96357488
12174,149.1845,52.97101,0.671827,1.24E+18,0.021783251,3,149.1838808,52.97096196
12175,149.8395,53.07261,0.671999,1.24E+18,0.014911745,3,149.8393577,53.07238544
12176,153.8625,54.29197,0.67196,1.24E+18,0.035616429,3,153.8617321,54.29231922
12178,159.9449,55.87158,0.685055,1.24E+18,0.005853965,3,159.9447897,55.87166475
12179,160.839,56.05333,0.67919,1.24E+18,0.016009459,3,160.8387945,56.05308199
12180,162.2548,56.29816,0.742308,1.24E+18,0.019531144,3,162.254315,56.29797903
12181,163.4372,56.61645,0.669784,1.24E+18,0.023370566,3,163.43657,56.61625322
12182,163.7512,56.70887,0.68399,1.24E+18,0.02586356,3,163.7505936,56.70861043
12183,167.5559,57.12917,0.745405,1.24E+18,0.028185827,3,167.55587,57.12870441
12184,168.5155,57.30302,0.756246,1.24E+18,0.016593438,3,168.5150405,57.30312381
12185,169.1664,57.56479,0.670988,1.24E+18,0.027086086,3,169.1656913,57.56454666
12186,170.4117,57.63707,0.71205,1.24E+18,0.020798057,3,170.4111943,57.63682892
12187,17.93273,-0.9103311,0.661852,1.24E+18,0.019144275,3,17.93241268,-0.910294808
12188,17.88863,-0.8993267,0.697304,1.24E+18,0.014803535,3,17.8883876,-0.899373341
12189,57.81589,-0.83969,0.667165,1.24E+18,0.042161244,3,57.81545335,-0.839140449
12190,16.27081,-0.6217901,0.687025,1.24E+18,0.010013057,3,16.27073171,-0.621936917
12191,23.16366,-0.5585074,0.667154,1.24E+18,0.011324232,3,23.16351302,-0.558630373
12193,26.60846,-0.1171811,0.709131,1.24E+18,0.018447484,3,26.6081759,-0.117304333
12194,29.22081,-0.08489451,0.671574,1.24E+18,0.011148498,3,29.22072737,-0.085061897
12195,43.14974,-0.1645285,0.651174,1.24E+18,0.008087976,3,43.14986983,-0.164558019
12196,58.83594,-0.1446531,0.655198,1.24E+18,0.02955899,3,58.83557226,-0.144983685
12197,16.93542,0.3298581,0.650745,1.24E+18,0.019525586,3,16.93523341,0.329590832
12198,26.76666,0.240052,0.666668,1.24E+18,0.030414984,3,26.76621374,0.239816464
12199,27.87939,1.13579,0.698527,1.24E+18,0.021956601,3,27.87902536,1.135746655
12200,118.5853,27.87873,0.67057,1.24E+18,0.016237284,3,118.5852401,27.87846998
12201,119.6678,29.1704,0.718874,1.24E+18,0.062344019,3,119.6667252,29.16989178
12202,119.7265,29.19063,0.739365,1.24E+18,0.029495804,3,119.7261647,29.19021291
12203,119.8009,29.36436,0.758416,1.24E+18,0.037392573,3,119.800648,29.36377046
12204,122.4343,31.6464,0.788437,1.24E+18,0.013216749,3,122.4343371,31.64618552
12205,127.4295,35.7353,0.72529,1.24E+18,0.015181084,3,127.4293542,35.73507644
12206,132.4235,39.42597,0.657509,1.24E+18,0.013301933,3,132.4233718,39.42578755
12207,139.0623,43.27548,0.683444,1.24E+18,0.023617536,3,139.0619827,43.27516053
12208,142.2886,45.07187,0.686843,1.24E+18,0.021663628,3,142.2885953,45.07222504
12210,144.4473,45.98835,0.705709,1.24E+18,0.025334524,3,144.4467348,45.98833147
12211,146.6105,46.7958,0.747112,1.24E+18,0.00703219,3,146.6103186,46.79578365
12212,146.473,46.8288,0.749368,1.24E+18,0.024082121,3,146.4726393,46.82849624
12213,146.7041,46.95591,0.746816,1.24E+18,0.026139539,3,146.7044851,46.95555393
12214,147.976,47.44131,0.708781,1.24E+18,0.014143073,3,147.9758645,47.4411087
12215,152.1374,48.93461,0.696645,1.24E+18,0.016053201,3,152.1373611,48.9343476
12216,155.9007,50.02171,0.699544,1.24E+18,0.006087831,3,155.9005235,50.02172022
12217,158.6609,50.78948,0.746576,1.24E+18,0.036250506,3,158.6601753,50.78985763
12218,118.3369,28.52023,0.67475,1.24E+18,0.03003121,3,118.3368686,28.51973281
12219,118.6724,28.59311,0.660785,1.24E+18,0.026811948,3,118.6722884,28.59267724
12221,139.8878,44.42479,0.67604,1.24E+18,0.005920477,3,139.8877558,44.4246971
12222,140.5053,44.56648,0.68562,1.24E+18,0.026428943,3,140.5049059,44.56683768
12223,141.2774,44.92654,0.741248,1.24E+18,0.006245499,3,141.2772318,44.92659637
12224,141.2853,45.09539,0.759418,1.24E+18,0.020095573,3,141.2851155,45.09509331
12225,151.1261,48.93191,0.790837,1.24E+18,0.00577663,3,151.1260066,48.93187876
12226,151.391,49.09063,0.733431,1.24E+18,0.012515426,3,151.3909225,49.09043136
12227,151.3884,49.23814,0.66311,1.24E+18,0.035580328,3,151.3877666,49.23770776
12228,153.0922,49.61578,0.76259,1.24E+18,0.022080471,3,153.092071,49.6154185
12229,157.9883,50.96474,0.792109,1.24E+18,0.016329597,3,157.9878541,50.96477811
12230,159.6282,51.39417,0.768013,1.24E+18,0.052943063,3,159.6268465,51.39392605
12231,116.215,26.88246,0.742002,1.24E+18,0.027709998,3,116.2145951,26.88212654
12232,118.1675,28.83167,0.68068,1.24E+18,0.009814906,3,118.1676204,28.8315333
12233,136.0664,42.75018,0.691741,1.24E+18,0.025254996,3,136.065867,42.74998153
12234,140.7561,45.29818,0.791963,1.24E+18,0.046314605,3,140.7567668,45.29757296
12235,141.5264,45.58496,0.659756,1.24E+18,0.052961016,3,141.5252065,45.58513705
12236,141.8377,45.69975,0.730612,1.24E+18,0.008289317,3,141.8377183,45.6996177
12237,143.7598,46.77202,0.765102,1.24E+18,0.008329176,3,143.7598202,46.77189193
12238,145.2,47.24354,0.784838,1.24E+18,0.005745045,3,145.1999084,47.24350864
12239,146.4661,47.87059,0.733546,1.24E+18,0.009597071,3,146.4659894,47.87046268
12240,149.2666,48.85938,0.783718,1.24E+18,0.012538622,3,149.2666987,48.85917259
12241,149.6722,48.93431,0.671922,1.24E+18,0.01196914,3,149.6719035,48.93425591
12242,150.0688,49.18233,0.745231,1.24E+18,0.031115282,3,150.0682464,49.18199276
12243,150.4906,49.21964,0.787698,1.24E+18,0.021050294,3,150.4902786,49.21936181
12244,150.4929,49.382,0.662715,1.24E+18,0.028003095,3,150.4926123,49.38157946
12245,152.3293,49.80672,0.669255,1.24E+18,0.013820704,3,152.3290367,49.80683219
12246,155.979,50.88573,0.788279,1.24E+18,0.02405688,3,155.9786342,50.88538196
12247,161.05,52.27241,0.811851,1.24E+18,0.010175632,3,161.0497984,52.27252573
12248,114.1936,25.14366,0.666218,1.24E+18,0.035709317,3,114.1933157,25.14313146
12249,116.1877,27.33413,0.65886,1.24E+18,0.007977438,3,116.1878464,27.33410609
12250,117.9965,29.17074,0.747741,1.24E+18,0.023301674,3,117.9963768,29.17038138
12251,119.2413,30.41125,0.705323,1.24E+18,0.01969724,3,119.2410809,30.41098706
12252,126.888,37.29342,0.68631,1.24E+18,0.022873981,3,126.8880247,37.29304471
12253,134.1265,42.23502,0.759919,1.24E+18,0.007867671,3,134.1266558,42.23503224
12254,137.3339,44.02983,0.754929,1.24E+18,0.011831144,3,137.333632,44.02972767
12255,138.2905,44.42115,0.776973,1.24E+18,0.017660974,3,138.2901365,44.42131113
12257,146.324,48.32199,0.669307,1.24E+18,0.031381243,3,146.3236349,48.3215371
12258,157.4358,51.75548,0.692663,1.24E+18,0.015091285,3,157.4358564,51.75523113
12259,157.843,51.8936,0.68436,1.24E+18,0.021163104,3,157.8435828,51.89365278
12260,158.5187,52.03465,0.747177,1.24E+18,0.011288844,3,158.5187002,52.03446599
12261,116.0201,27.78474,0.699567,1.24E+18,0.027071834,3,116.0198337,27.78433847
12262,116.6866,28.738,0.678848,1.24E+18,0.02252676,3,116.6863847,28.73769812
12263,120.0454,31.88444,0.67613,1.24E+18,0.022197315,3,120.0452395,31.88409258
12264,122.9744,34.70313,0.665711,1.24E+18,0.034477056,3,122.9741328,34.70260021
12265,124.5091,35.87477,0.72111,1.24E+18,0.029615353,3,124.5088704,35.87430356
12266,128.4144,39.01043,0.75659,1.24E+18,0.01788215,3,128.4143396,39.01013877
12267,130.5966,40.55663,0.742607,1.24E+18,0.002368976,3,130.5965926,40.55659056
12268,131.5186,41.18914,0.70946,1.24E+18,0.008489237,3,131.5186492,41.18901418
12269,133.9054,42.51154,0.76496,1.24E+18,0.010094585,3,133.9052904,42.51138428
12270,136.2975,44.096,0.713958,1.24E+18,0.015057695,3,136.2976133,44.09575817
12271,141.5567,46.59692,0.684682,1.24E+18,0.014837736,3,141.55648,46.59674361
12272,142.0798,46.97051,0.714168,1.24E+18,0.022604461,3,142.0795358,46.97018508
12273,144.2739,47.94825,0.782016,1.24E+18,0.036147825,3,144.2730896,47.94794419
12274,145.3113,48.28933,0.668343,1.24E+18,0.022409851,3,145.3112468,48.2889612
12275,153.1867,51.10552,0.675933,1.24E+18,0.012522993,3,153.1865447,51.10533484
12276,154.1004,51.37963,0.808589,1.24E+18,0.019316521,3,154.1005545,51.37932603
12277,154.4227,51.55858,0.67589,1.24E+18,0.025470181,3,154.4225522,51.55816576
12278,156.0605,51.97883,0.67655,1.24E+18,0.037084215,3,156.059535,51.9786347
12279,156.9769,52.25378,0.727217,1.24E+18,0.006966734,3,156.9766757,52.25381873
12280,159.0297,52.76406,0.69031,1.24E+18,0.010020943,3,159.0294092,52.76399925
12281,115.8206,28.30009,0.67315,1.24E+18,0.021268368,3,115.8203459,28.29980023
12282,125.8382,37.67054,0.700074,1.24E+18,0.03543047,3,125.8389309,37.67033304
12283,126.7908,38.40362,0.687046,1.24E+18,0.022722929,3,126.790806,38.40323915
12284,129.8595,40.3866,0.664052,1.24E+18,0.029481424,3,129.8590162,40.38625658
12285,132.6958,42.29656,0.682159,1.24E+18,0.015899323,3,132.6956488,42.29631291
12286,141.2491,46.97612,0.776588,1.24E+18,0.051821582,3,141.2503497,46.97615157
12287,141.3722,47.07763,0.677892,1.24E+18,0.01231393,3,141.3723136,47.0774556
12288,143.4406,48.13883,0.755407,1.24E+18,0.009615579,3,143.4408217,48.13877074
12289,148.7583,50.23439,0.672651,1.24E+18,0.024699205,3,148.7576542,50.23430664
12290,149.8648,50.40015,0.705658,1.24E+18,0.017369153,3,149.8649405,50.39986833
12291,151.1157,50.90821,0.748296,1.24E+18,0.034530761,3,151.1148598,50.90799347
12292,156.5817,52.38533,0.685993,1.24E+18,0.01166047,3,156.5814286,52.38525707
12293,157.752,52.84366,0.71412,1.24E+18,0.005843609,3,157.752147,52.8436071
12294,11.08786,-6.28854,0.669263,1.24E+18,0.028133788,3,11.08784532,-6.289008418
12295,11.11472,-3.975322,0.68075,1.24E+18,0.016887841,3,11.11497201,-3.975456735
12296,11.016,-1.884988,0.7994,1.24E+18,0.013796832,3,11.01579767,-1.884879637
12297,10.59547,-7.044745,0.652417,1.24E+18,0.020806959,3,10.59551455,-7.045089079
12298,10.53023,-6.992774,0.703354,1.24E+18,0.024261502,3,10.53037026,-6.993154313
12299,10.66985,-6.496217,0.728371,1.24E+18,0.026271315,3,10.6698117,-6.496652942
12300,10.73821,-4.515072,0.697062,1.24E+18,0.018168973,3,10.73846873,-4.515227406
12301,10.61591,-4.475449,0.702124,1.24E+18,0.019752753,3,10.61608972,-4.475722638
12302,10.55392,-3.167573,0.651542,1.24E+18,0.026802973,3,10.55395244,-3.168017888
12303,10.52997,-1.499623,0.805152,1.24E+18,0.026244311,3,10.529958,-1.500060626
12304,10.58381,1.300985,0.756674,1.24E+18,0.015957184,3,10.58392689,1.300746261
12305,10.5593,1.458071,0.696893,1.24E+18,0.012940974,3,10.55950665,1.458123948
12306,10.54675,1.460826,0.790985,1.24E+18,0.065399562,3,10.54702329,1.459769968
12307,10.58611,1.754713,0.791838,1.24E+18,0.028700123,3,10.58658494,1.754646649
12308,10.2162,-5.760081,0.712819,1.24E+18,0.012292677,3,10.21625157,-5.760278848
12309,10.31778,-3.799519,0.764322,1.24E+18,0.007265625,3,10.31767866,-3.799588907
12310,10.1631,-3.174543,0.73978,1.24E+18,0.014937656,3,10.16303505,-3.174784205
12311,10.21035,-2.709539,0.772324,1.24E+18,0.037885097,3,10.2100528,-2.710098185
12312,10.22021,-2.45122,0.721711,1.24E+18,0.024817528,3,10.22018665,-2.451632701
12313,10.2342,-1.865566,0.67543,1.24E+18,0.014598722,3,10.23407013,-1.865358152
12314,10.14951,-0.2709654,0.725329,1.24E+18,0.027357703,3,10.14951285,-0.271421316
12315,9.755848,-7.245872,0.803281,1.24E+18,0.018203137,3,9.756138228,-7.245776093
12316,9.707072,-2.498974,0.783391,1.24E+18,0.013645548,3,9.706865493,-2.499068751
12317,9.821739,0.08294538,0.659582,1.24E+18,0.015940589,3,9.821768657,0.082681339
12318,9.854901,1.773166,0.733788,1.24E+18,0.016436804,3,9.854851864,1.772896967
12319,9.692102,2.038719,0.655928,1.24E+18,0.056056535,3,9.69269766,2.037998745
12321,9.337191,-5.183325,0.770586,1.24E+18,0.022488806,3,9.337190072,-5.183700104
12322,9.331491,-4.561755,0.679035,1.24E+18,0.025721066,3,9.331535397,-4.562181047
12323,9.382611,-2.84046,0.709252,1.24E+18,0.01597805,3,9.382830449,-2.840611232
12324,9.339117,-0.5651611,0.69605,1.24E+18,0.020835952,3,9.339349903,-0.565418749
12325,9.377411,0.9401982,0.680272,1.24E+18,0.028450226,3,9.377594619,0.939761104
12326,9.428465,1.338915,0.673678,1.24E+18,0.025347548,3,9.428451365,1.33849239
12327,8.876091,-3.823611,0.71976,1.24E+18,0.040784358,3,8.875948355,-3.824276169
12328,8.959544,-3.287896,0.677834,1.24E+18,0.052659208,3,8.958687214,-3.288091379
12329,9.017848,-2.445128,0.682186,1.24E+18,0.029714244,3,9.01787918,-2.445621983
12330,9.01235,-1.731655,0.715999,1.24E+18,0.015544565,3,9.012445246,-1.731896223
12331,9.023632,-1.592847,0.665566,1.24E+18,0.018780166,3,9.02386981,-1.59305019
12333,8.884523,1.519878,0.65967,1.24E+18,0.014267275,3,8.88474751,1.519798584
12334,8.983207,2.115904,0.672141,1.24E+18,0.029225964,3,8.983291114,2.115424345
12335,8.933524,2.308455,0.678125,1.24E+18,0.010801925,3,8.933353193,2.308398557
12336,8.843677,2.664702,0.711266,1.24E+18,0.033006368,3,8.843896161,2.664197459
12337,8.268816,-0.8411542,0.706159,1.24E+18,0.013662408,3,8.268595953,-0.841095542
12338,350.5987,-0.540555,0.652673,1.24E+18,0.067825554,3,350.5987121,-0.539424722
12339,351.4987,-0.5153814,0.682447,1.24E+18,0.03115379,3,351.498164,-0.515219082
12340,6.580416,-0.5661814,0.67133,1.24E+18,0.026298346,3,6.580026939,-0.566382857
12341,7.071955,-0.4129295,0.685663,1.24E+18,0.026424877,3,7.07151633,-0.412971764
12343,11.85632,-0.4239441,0.670761,1.24E+18,0.015101529,3,11.85606534,-0.423959561
12344,17.53523,-0.4973112,0.667109,1.24E+18,0.023877927,3,17.53517793,-0.496917303
12345,18.85912,-0.5218213,0.66868,1.24E+18,0.021935156,3,18.85875606,-0.521755038
12346,9.470586,-0.2013051,0.666806,1.24E+18,0.018776063,3,9.470391047,-0.201550006
12347,9.196576,0.7587751,0.673578,1.24E+18,0.021613073,3,9.196290982,0.758554959
12348,10.28146,0.8349093,0.671787,1.24E+18,0.030282266,3,10.28096542,0.834786656
12349,22.58716,0.8420132,0.659481,1.24E+18,0.015284639,3,22.58729291,0.842230637
12350,350.0378,1.109677,0.718947,1.24E+18,0.010815169,3,350.0375702,1.109667369
12351,8.486616,1.149643,0.713759,1.24E+18,0.024877596,3,8.486434208,1.149269986
12352,8.829065,1.247855,0.659554,1.24E+18,0.036225881,3,8.828464273,1.247913978
12353,114.2856,23.68993,0.681555,1.24E+18,0.01739723,3,114.2857192,23.68965989
12354,114.9488,24.46919,0.759774,1.24E+18,0.023378743,3,114.9489636,24.46884739
12355,115.4376,24.91752,0.720336,1.24E+18,0.015469717,3,115.4375369,24.91727682
12356,116.3333,25.85664,0.696815,1.24E+18,0.018827165,3,116.3329745,25.85675569
12357,116.6649,26.37084,0.74533,1.24E+18,0.012248451,3,116.6648318,26.37065265
12358,118.919,28.74207,0.791868,1.24E+18,0.02016421,3,118.9191689,28.74175757
12359,120.6296,30.39557,0.781255,1.24E+18,0.019210227,3,120.6299248,30.39550554
12360,121.7321,31.22441,0.778906,1.24E+18,0.022234343,3,121.7318544,31.22409641
12361,130.3111,38.20555,0.755295,1.24E+18,0.017202836,3,130.310982,38.20527589
12362,132.2445,39.72099,0.752139,1.24E+18,0.032372062,3,132.2441871,39.72050151
12363,132.8526,39.89738,0.680287,1.24E+18,0.030366602,3,132.8522636,39.89692863
12364,133.0674,40.13525,0.688952,1.24E+18,0.021890405,3,133.0673059,40.13489702
12365,133.3732,40.2704,0.670503,1.24E+18,0.016522126,3,133.3728826,40.27029323
12366,137.6879,42.96185,0.653205,1.24E+18,0.035339007,3,137.6874487,42.96135993
12367,137.7312,43.03547,0.778384,1.24E+18,0.012514203,3,137.7309656,43.03550771
12368,138.7558,43.60752,0.659449,1.24E+18,0.039310129,3,138.7551245,43.60704945
12369,139.1589,43.66343,0.721675,1.24E+18,0.034205326,3,139.1585523,43.66291026
12370,141.3986,44.83552,0.778423,1.24E+18,0.017390232,3,141.3986851,44.83523979
12371,143.9748,45.92565,0.770501,1.24E+18,0.009466882,3,143.9747048,45.92551308
12372,147.4548,47.53234,0.80255,1.24E+18,0.02857015,3,147.4540693,47.53231232
12373,148.3522,47.75646,0.763769,1.24E+18,0.018313756,3,148.3519309,47.75624438
12374,115.2324,25.57109,0.765503,1.24E+18,0.020115555,3,115.2320567,25.5710323
12375,117.0702,27.34154,0.652276,1.24E+18,0.010334771,3,117.0701175,27.34137111
12376,117.1938,27.6633,0.752588,1.24E+18,0.027057332,3,117.1934239,27.66304761
12377,119.2018,29.62768,0.695006,1.24E+18,0.03701692,3,119.2016217,29.62709751
12378,119.4677,29.76817,0.71209,1.24E+18,0.014268366,3,119.4676629,29.76793371
12379,120.7106,31.13894,0.790408,1.24E+18,0.02773332,3,120.7103609,31.13851707
12380,129.1354,37.87831,0.691496,1.24E+18,0.010405166,3,129.1352959,37.87816522
12381,129.2126,38.00833,0.795801,1.24E+18,0.023492749,3,129.2120944,38.00839144
12382,130.1972,38.81408,0.734476,1.24E+18,0.014665914,3,130.1974754,38.81397896
12383,131.8669,39.8205,0.713732,1.24E+18,0.013642161,3,131.8667087,39.82030732
12384,132.2488,40.12254,0.801406,1.24E+18,0.008259497,3,132.2486776,40.1224845
12385,134.9366,41.89887,0.751218,1.24E+18,0.025939548,3,134.9361199,41.89862874
12386,136.9182,42.95935,0.704747,1.24E+18,0.010016774,3,136.9179573,42.95926342
12387,138.2599,43.66018,0.79292,1.24E+18,0.021475563,3,138.2594788,43.65995845
12389,139.3254,44.3617,0.775082,1.24E+18,0.015699292,3,139.3255854,44.36190987
12390,141.7598,45.5209,0.657729,1.24E+18,0.00953602,3,141.759918,45.52077032
12391,142.755,45.87804,0.68801,1.24E+18,0.010616431,3,142.7549391,45.87786774
12393,147.1252,47.73531,0.672575,1.24E+18,0.035980999,3,147.1248319,47.73475385
12394,113.3133,24.07328,0.719967,1.24E+18,0.008782681,3,113.3131185,24.07326344
12395,115.6563,26.61599,0.820542,1.24E+18,0.043489592,3,115.6555387,26.61597431
12396,119.102,30.0729,0.806732,1.24E+18,0.078321182,3,119.1034323,30.07252307
12397,124.2681,34.93084,0.67175,1.24E+18,0.006818994,3,124.2679757,34.93074036
12398,129.9211,39.00244,0.777671,1.24E+18,0.008766854,3,129.9211049,39.0022954
12399,130.9586,39.89034,0.702713,1.24E+18,0.018425639,3,130.9587213,39.89003548
12400,131.5467,40.30463,0.748508,1.24E+18,0.010097607,3,131.5465001,40.30457214
12401,132.592,41.06274,0.713972,1.24E+18,0.028360938,3,132.5917492,41.06230027
12402,132.9916,41.24731,0.685532,1.24E+18,0.020057587,3,132.9912534,41.24709056
12403,134.1476,41.86269,0.691942,1.24E+18,0.02691269,3,134.1474583,41.8622537
12404,140.9847,45.66586,0.689921,1.24E+18,0.019405408,3,140.9845536,45.66555524
12405,141.8374,46.07775,0.770294,1.24E+18,0.023946279,3,141.8371271,46.07738136
12406,112.9565,24.28633,0.709459,1.24E+18,0.010876131,3,112.956717,24.2863547
12407,114.2366,25.61282,0.693334,1.24E+18,0.013427196,3,114.2363596,25.61290633
12408,116.8911,28.53752,0.712703,1.24E+18,0.006300832,3,116.8910209,28.53756317
12409,117.0066,28.53511,0.651837,1.24E+18,0.029847835,3,117.0060978,28.53484099
12410,117.0659,28.7155,0.811397,1.24E+18,0.01046876,3,117.0659686,28.71533394
12411,117.8902,29.51598,0.806861,1.24E+18,0.032160213,3,117.8895812,29.51581276
12412,119.945,31.48338,0.687091,1.24E+18,0.015331659,3,119.9450198,31.48312628
12413,123.1475,34.40747,0.680351,1.24E+18,0.015855927,3,123.1473256,34.40727233
12414,124.052,35.25342,0.702093,1.24E+18,0.022637718,3,124.0518335,35.25307177
12415,124.4108,35.55539,0.669275,1.24E+18,0.026386563,3,124.4103082,35.55514133
12416,126.3724,37.00066,0.704711,1.24E+18,0.030252728,3,126.3720998,37.00021187
12417,128.5511,38.72665,0.723914,1.24E+18,0.012013778,3,128.551212,38.72647563
12418,128.975,39.11498,0.783755,1.24E+18,0.010049327,3,128.9751958,39.11488017
12419,129.0861,39.05763,0.655748,1.24E+18,0.034469024,3,129.0854939,39.05732715
12420,129.9892,39.79379,0.733079,1.24E+18,0.018827639,3,129.9889726,39.79354361
12421,130.3026,39.95336,0.689869,1.24E+18,0.029284652,3,130.3026263,39.95287343
12422,134.0954,42.49561,0.727128,1.24E+18,0.033729906,3,134.0953333,42.49505021
12423,134.6598,42.7752,0.66842,1.24E+18,0.012796177,3,134.659665,42.77500242
12424,135.6627,43.26453,0.663294,1.24E+18,0.01542651,3,135.6627847,43.26427564
12425,137.9693,44.70785,0.754824,1.24E+18,0.022919712,3,137.9692271,44.70746675
12426,141.6771,46.3974,0.743179,1.24E+18,0.024327769,3,141.677692,46.39734488
12427,142.1736,46.73555,0.711747,1.24E+18,0.010834225,3,142.173652,46.73538246
12428,144.3667,47.69164,0.77436,1.24E+18,0.02570015,3,144.366796,47.69122532
12429,145.5108,48.09279,0.794559,1.24E+18,0.018087068,3,145.5108899,48.09249485
12430,146.747,48.60209,0.657923,1.24E+18,0.007944523,3,146.7468243,48.60208246
12431,147.5768,48.99228,0.777913,1.24E+18,0.022231669,3,147.5771022,48.99195358
12432,148.0909,49.05703,0.760745,1.24E+18,0.016740964,3,148.0907249,49.05676269
12433,112.6295,24.6623,0.709629,1.24E+18,0.024773076,3,112.6297448,24.66263571
12434,119.3236,31.47013,0.822521,1.24E+18,0.013641904,3,119.3238358,31.47015263
12435,120.0871,32.30477,0.681825,1.24E+18,0.00603226,3,120.087091,32.30467578
12436,121.0995,33.09168,0.718855,1.24E+18,0.029523147,3,121.0995221,33.09119039
12437,121.2082,33.33538,0.707966,1.24E+18,0.023076837,3,121.207815,33.33513769
12438,130.6974,40.88239,0.705478,1.24E+18,0.033972999,3,130.69718,40.88185628
12439,130.8082,40.81467,0.800417,1.24E+18,0.024237967,3,130.8079049,40.81433629
12440,131.8799,41.49156,0.732894,1.24E+18,0.02062996,3,131.8796159,41.49129621
12441,133.923,42.90813,0.684365,1.24E+18,0.029149119,3,133.9223781,42.90829121
12442,134.1319,42.93619,0.65262,1.24E+18,0.026992521,3,134.1314152,42.93588241
12443,136.7581,44.43935,0.727024,1.24E+18,0.014148999,3,136.7579021,44.43918529
12445,138.0506,45.14944,0.737739,1.24E+18,0.038562938,3,138.0496411,45.14943891
