index_num,ra,dec,conf,objID,distance,type,ra_crossmatched,dec_crossmatched
31548,204.4674,26.04928,0.671908,1.24E+18,0.020602916,3,204.467042,26.0492442
31549,204.9316,26.08066,0.758946,1.24E+18,0.029369279,3,204.9314136,26.08018756
31550,206.678,25.76359,0.724376,1.24E+18,0.005843386,3,206.6778911,25.76362032
31552,207.0109,25.74008,0.680116,1.24E+18,0.009825008,3,207.0109604,25.74022877
31553,207.0107,25.70348,0.716222,1.24E+18,0.021162841,3,207.0104627,25.7031949
31554,207.4373,25.61214,0.765017,1.24E+18,0.016841362,3,207.4369509,25.61220087
31555,209.2819,25.35749,0.683322,1.24E+18,0.026345025,3,209.2814464,25.35734449
31556,212.2487,24.66107,0.725403,1.24E+18,0.024367926,3,212.2483283,24.66124487
31557,218.1272,23.48031,0.651164,1.24E+18,0.029748543,3,218.1266887,23.48027373
31558,220.6776,22.80899,0.686671,1.24E+18,0.024442121,3,220.67725,22.80878261
31559,220.9507,22.81898,0.7407,1.24E+18,0.015202261,3,220.9506509,22.81874216
31560,221.1827,22.75835,0.690659,1.24E+18,0.034903088,3,221.1821043,22.75818374
31561,222.3862,22.29933,0.756971,1.24E+18,0.01998709,3,222.3858716,22.29946458
31562,222.5403,22.26608,0.696327,1.24E+18,0.03916408,3,222.5395935,22.26621374
31563,222.7836,22.28195,0.688339,1.24E+18,0.011208898,3,222.7836981,22.28210637
31564,223.8679,22.00565,0.709151,1.24E+18,0.040380704,3,223.8672925,22.00533294
31565,224.76,21.77217,0.68175,1.24E+18,0.028637517,3,224.7594652,21.77205961
31566,226.0915,21.23586,0.694501,1.24E+18,0.010590189,3,226.0913371,21.23589428
31567,227.7692,20.82817,0.757783,1.24E+18,0.020259538,3,227.7689958,20.82845535
31568,228.0462,20.73333,0.730471,1.24E+18,0.017006451,3,228.0460384,20.73357989
31569,228.3464,20.7192,0.75749,1.24E+18,0.018972714,3,228.3460274,20.71926435
31570,228.4432,20.70596,0.744028,1.24E+18,0.013065495,3,228.4430195,20.70579455
31571,228.7458,20.41875,0.719167,1.24E+18,0.011356475,3,228.745827,20.41892294
31572,229.2701,20.35795,0.776814,1.24E+18,0.047415715,3,229.2704261,20.3586613
31573,234.9434,18.35689,0.747533,1.24E+18,0.030563779,3,234.9428609,18.35708235
31574,235.0703,18.42119,0.65069,1.24E+18,0.010244849,3,235.0700828,18.42125173
31575,236.6514,17.90028,0.671725,1.24E+18,0.15376474,3,236.6535964,17.89879623
31576,238.9886,16.93523,0.708461,1.24E+18,0.017071058,3,238.9887908,16.93542016
31577,239.4425,16.73215,0.715047,1.24E+18,0.006732139,3,239.4423713,16.73219869
31578,240.715,16.15873,0.684708,1.24E+18,0.017491431,3,240.7147791,16.158896
31579,240.9797,16.12323,0.712207,1.24E+18,0.045757635,3,240.9790195,16.12364118
31580,241.1136,16.14803,0.773417,1.24E+18,0.025669668,3,241.1133435,16.14767881
31581,242.0031,15.71079,0.709062,1.24E+18,0.023112541,3,242.002667,15.71077894
31582,241.8795,15.68294,0.794406,1.24E+18,0.018588125,3,241.8792089,15.68284687
31583,242.2662,15.52795,0.699811,1.24E+18,0.017118753,3,242.2658642,15.52792319
31584,243.8531,14.87738,0.692512,1.24E+18,0.029750648,3,243.8526408,14.87731855
31585,244.5662,14.72243,0.683329,1.24E+18,0.012018259,3,244.5660465,14.72257025
31586,244.5205,14.68441,0.765407,1.24E+18,0.017935638,3,244.5202012,14.68437171
31587,244.7873,14.5401,0.670683,1.24E+18,0.031544076,3,244.7867203,14.54006309
31588,245.5861,14.2237,0.675676,1.24E+18,0.008471001,3,245.5860818,14.22356148
31589,245.8342,14.19851,0.727565,1.24E+18,0.034044012,3,245.8337406,14.19821849
31590,252.1256,11.2579,0.663168,1.24E+18,0.013862615,3,252.1254025,11.2579696
31591,200.7613,27.01725,0.73334,1.24E+18,0.046944735,3,200.7604921,27.01699206
31592,201.0086,26.91288,0.761752,1.24E+18,0.050059499,3,201.0076285,26.91280661
31594,201.5395,26.77019,0.776289,1.24E+18,0.015345309,3,201.5392093,26.77006629
31595,202.4545,26.82151,0.654424,1.24E+18,0.015722387,3,202.4541734,26.82143273
31596,203.0652,26.62967,0.69833,1.24E+18,0.057799379,3,203.0640844,26.62956358
31597,203.4925,26.6939,0.790768,1.24E+18,0.019025728,3,203.4922598,26.69364481
31598,203.6567,26.62125,0.756741,1.24E+18,0.019716934,3,203.6563574,26.62121623
31600,204.8281,26.4122,0.658736,1.24E+18,0.049002737,3,204.8290311,26.41211052
31601,204.9325,26.487,0.788935,1.24E+18,0.009252217,3,204.9323434,26.48690533
31602,204.9784,26.42007,0.743523,1.24E+18,0.014337912,3,204.978171,26.41993877
31603,210.3127,25.4438,0.666826,1.24E+18,0.016710291,3,210.3123442,25.44380179
31604,214.1618,24.875,0.660196,1.24E+18,0.00894536,3,214.1616414,24.8749814
31605,216.3091,24.35876,0.711174,1.24E+18,0.022904009,3,216.3086482,24.35874338
31606,217.2896,24.11526,0.680072,1.24E+18,0.017936696,3,217.2892421,24.11530512
31607,218.37,23.71034,0.67118,1.24E+18,0.011703901,3,218.3699051,23.71019399
31608,219.8115,23.45245,0.698448,1.24E+18,0.005882131,3,219.8114477,23.45251704
31609,221.7765,22.88114,0.69204,1.24E+18,0.031440223,3,221.7759795,22.88142378
31610,222.732,22.81402,0.767571,1.24E+18,0.018792974,3,222.7317109,22.81394167
31611,226.0492,21.69391,0.685157,1.24E+18,0.019520711,3,226.0493543,21.69360686
31612,226.1423,21.62365,0.778287,1.24E+18,0.018729147,3,226.1419612,21.62372229
31613,226.4303,21.66214,0.695561,1.24E+18,0.008680031,3,226.4301484,21.66223135
31614,229.2467,20.88332,0.782762,1.24E+18,0.011721163,3,229.2464751,20.88322955
31615,230.3953,20.32144,0.684357,1.24E+18,0.018651181,3,230.3949818,20.32138884
31616,231.4982,20.03238,0.687254,1.24E+18,0.019638697,3,231.4978224,20.03234548
31617,231.8656,19.90021,0.669902,1.24E+18,0.028066596,3,231.8651806,19.89998669
31618,236.0918,18.43531,0.660672,1.24E+18,0.032933589,3,236.0918432,18.43476078
31620,240.5495,16.71824,0.665238,1.24E+18,0.017932438,3,240.5493897,16.71850388
31621,240.6463,16.79571,0.706109,1.24E+18,0.019014108,3,240.6460203,16.79589479
31622,240.8202,16.64933,0.70685,1.24E+18,0.015744084,3,240.8201688,16.64959155
31623,240.8341,16.58076,0.751008,1.24E+18,0.014050192,3,240.8343017,16.58063823
31624,241.925,16.16839,0.762439,1.24E+18,0.020931478,3,241.9246,16.16845337
31625,242.9014,15.80947,0.724036,1.24E+18,0.015272196,3,242.9013939,15.80922492
31626,245.6903,14.72444,0.729351,1.24E+18,0.017867987,3,245.690022,14.72427089
31627,246.4615,14.30211,0.654851,1.24E+18,0.00665707,3,246.4614899,14.30199983
31628,246.7493,14.28561,0.709364,1.24E+18,0.030471588,3,246.7487444,14.28563614
31629,247.1112,13.92974,0.68576,1.24E+18,0.013174251,3,247.1109804,13.92972779
31630,247.8093,13.80504,0.728385,1.24E+18,0.023762881,3,247.8094822,13.80470792
31631,248.395,13.49159,0.736902,1.24E+18,0.020124444,3,248.3947175,13.4917515
31632,200.7621,27.36965,0.709432,1.24E+18,0.016687123,3,200.7618744,27.36943249
31633,200.845,27.24341,0.757964,1.24E+18,0.013474358,3,200.8447792,27.24341619
31634,204.0837,26.88968,0.738978,1.24E+18,0.010345305,3,204.0836343,26.88981936
31635,204.8608,26.92039,0.78416,1.24E+18,0.016836532,3,204.8604657,26.92041939
31636,205.2042,26.83909,0.752326,1.24E+18,0.027934678,3,205.2037237,26.8389161
31637,206.2549,26.66554,0.698304,1.24E+18,0.025702052,3,206.2550314,26.66513955
31638,207.6142,26.36032,0.684719,1.24E+18,0.01450239,3,207.6140687,26.36013241
31639,208.5235,26.24693,0.691522,1.24E+18,0.01726734,3,208.5233158,26.24717085
31640,217.4278,24.54736,0.674326,1.24E+18,0.015211009,3,217.4275651,24.54739049
31641,217.6027,24.50783,0.752601,1.24E+18,0.029520135,3,217.6021423,24.5077569
31642,218.8822,24.15749,0.657305,1.24E+18,0.012130665,3,218.8822711,24.15731683
31643,219.447,23.8932,0.762834,1.24E+18,0.013348636,3,219.4467675,23.89324688
31644,222.2502,23.26633,0.675325,1.24E+18,0.015004548,3,222.2499755,23.26636898
31645,223.2411,22.93935,0.748412,1.24E+18,0.038667659,3,223.2406396,22.93888288
31646,223.3677,22.8556,0.716849,1.24E+18,0.015468256,3,223.3674454,22.85564146
31647,223.8249,22.81646,0.692869,1.24E+18,0.026445567,3,223.825014,22.81689259
31648,229.6847,21.06775,0.708646,1.24E+18,0.015478789,3,229.6845246,21.0675833
31649,240.1575,17.39289,0.65843,1.24E+18,0.026360735,3,240.1572048,17.39257967
31650,242.3327,16.60235,0.738451,1.24E+18,0.001339811,3,242.3326351,16.602346
31651,242.8561,16.25974,0.765646,1.24E+18,0.013611271,3,242.8559409,16.25992884
31652,201.2222,27.62335,0.764613,1.24E+18,0.021846239,3,201.2221965,27.62299099
31653,201.4457,27.68772,0.748072,1.24E+18,0.022826264,3,201.4454065,27.68745318
31654,201.7955,27.75699,0.707481,1.24E+18,0.035392046,3,201.7950083,27.75661113
31655,201.956,27.73077,0.714885,1.24E+18,0.023690353,3,201.9555782,27.73077681
31656,204.9623,27.35092,0.685727,1.24E+18,0.017834829,3,204.9623035,27.35062819
31657,205.1446,27.16106,0.67106,1.24E+18,0.024631878,3,205.1441371,27.16112398
31658,205.4762,27.06219,0.779604,1.24E+18,0.04304988,3,205.4755313,27.06263518
31659,206.8116,26.87949,0.743115,1.24E+18,0.032390383,3,206.8111018,26.87972507
31660,207.5247,26.76058,0.772403,1.24E+18,0.030349829,3,207.5241316,26.76067008
31661,214.5819,25.45845,0.667932,1.24E+18,0.02773129,3,214.5814267,25.45833859
31662,219.4088,24.51971,0.657601,1.24E+18,0.017777769,3,219.4084828,24.51982932
31663,226.2713,22.55524,0.709145,1.24E+18,0.023360377,3,226.2709761,22.55501484
31664,238.2437,18.52001,0.693641,1.24E+18,0.02222647,3,238.2433448,18.51994293
31665,238.455,18.4976,0.683007,1.24E+18,0.027451778,3,238.4553946,18.49792038
31666,238.5901,18.50515,0.720638,1.24E+18,0.025965878,3,238.5897211,18.50529859
31667,241.1207,17.5458,0.698089,1.24E+18,0.004764391,3,241.1206595,17.54584882
31668,241.3109,17.37234,0.723803,1.24E+18,0.010536948,3,241.3109837,17.37249456
31671,250.664,13.40715,0.68268,1.24E+18,0.01337591,3,250.664043,13.40692378
31672,230.7621,22.87131,0.721398,1.24E+18,0.016067679,3,230.7618852,22.87142932
31673,235.4228,21.08486,0.750326,1.24E+18,0.028529498,3,235.422462,21.08519923
31674,241.5231,18.27819,0.661555,1.24E+18,0.023561785,3,241.5228244,18.2779247
31675,241.4914,18.41151,0.715087,1.24E+18,0.021829351,3,241.4912464,18.41184364
31676,241.9914,18.04914,0.654697,1.24E+18,0.011930356,3,241.9912468,18.04906433
31677,234.631,21.82413,0.691861,1.24E+18,0.031704139,3,234.6305742,21.82376373
31678,235.0123,21.70367,0.712728,1.24E+18,0.034448301,3,235.0116564,21.70359289
31679,239.2401,19.76125,0.74139,1.24E+18,0.023744118,3,239.2397424,19.7614832
31680,245.1517,16.89713,0.675973,1.24E+18,0.005607013,3,245.1516524,16.89718317
31682,231.4279,23.49282,0.716147,1.24E+18,0.024517008,3,231.4274529,23.49299402
31683,234.801,22.25745,0.724702,1.24E+18,0.015800349,3,234.8008768,22.25766542
31684,235.4394,22.08188,0.736158,1.24E+18,0.01748377,3,235.4391823,22.08168087
31685,235.3323,22.01245,0.7712,1.24E+18,0.028055124,3,235.331906,22.01221123
31686,236.9243,21.24208,0.650439,1.24E+18,0.025325158,3,236.9238683,21.24214331
31687,238.64,20.5875,0.687478,1.24E+18,0.011524214,3,238.6398538,20.58743419
31688,239.0876,20.33861,0.667857,1.24E+18,0.025585244,3,239.0871765,20.33860807
31689,239.3571,20.13977,0.663235,1.24E+18,0.012268352,3,239.3572391,20.13995042
31690,230.8329,24.36531,0.73903,1.24E+18,0.028598645,3,230.8323736,24.36521317
31691,235.531,22.51355,0.711052,1.24E+18,0.028147661,3,235.5305153,22.51350805
31692,237.8833,21.28908,0.69689,1.24E+18,0.012985342,3,237.8835191,21.28893476
31693,238.6187,21.093,0.686182,1.24E+18,0.004848691,3,238.6186942,21.09292351
31694,241.3911,19.68289,0.730361,1.24E+18,0.045751629,3,241.3904663,19.68336711
31695,242.4157,19.32846,0.675286,1.24E+18,0.014881369,3,242.4156275,19.32871004
31696,242.2774,19.24999,0.705415,1.24E+18,0.005025754,3,242.2773838,19.25007787
31697,245.0041,18.03403,0.74168,1.24E+18,0.017853155,3,245.0038296,18.03408956
31698,240.933,20.56521,0.688197,1.24E+18,0.027977545,3,240.9325466,20.56522181
31699,232.0878,24.75908,0.71611,1.24E+18,0.031201648,3,232.087244,24.75890538
31700,241.3736,20.73234,0.664149,1.24E+18,0.018838699,3,241.3732147,20.73233952
31701,207.4478,24.54363,0.700251,1.24E+18,0.024823118,3,207.4474106,24.54344493
31702,207.8408,24.37235,0.769785,1.24E+18,0.053660573,3,207.8417065,24.37202656
31703,208.0278,24.36959,0.746252,1.24E+18,0.022330797,3,208.0273474,24.36960599
31704,208.3328,24.39605,0.752898,1.24E+18,0.023142759,3,208.3327931,24.39566997
31705,209.0596,24.22469,0.715086,1.24E+18,0.019223656,3,209.0593379,24.22449576
31706,210.1279,23.97505,0.696344,1.24E+18,0.02592766,3,210.127487,23.97486308
31707,210.5158,23.88359,0.670106,1.24E+18,0.014751096,3,210.5155802,23.88365847
31708,212.3297,23.63222,0.78832,1.24E+18,0.020559143,3,212.3293516,23.63201567
31709,212.9499,23.40242,0.722576,1.24E+18,0.03314641,3,212.9493314,23.40225754
31710,217.2562,22.59418,0.74843,1.24E+18,0.039955488,3,217.2555544,22.59393902
31711,217.1463,22.55709,0.770076,1.24E+18,0.022212951,3,217.1458699,22.55710085
31712,218.6016,22.24956,0.663162,1.24E+18,0.02836316,3,218.6011289,22.24958431
31713,219.3684,21.96921,0.761198,1.24E+18,0.036451734,3,219.3679101,21.96965292
31714,219.4687,22.00259,0.780682,1.24E+18,0.023687407,3,219.4683675,22.00239032
31715,219.7742,21.96739,0.813653,1.24E+18,0.068534315,3,219.7746457,21.96631147
31716,220.1633,21.91692,0.696015,1.24E+18,0.022257491,3,220.16298,21.91667907
31717,223.3323,20.94009,0.673162,1.24E+18,0.023653286,3,223.3320496,20.94042516
31718,224.773,20.61342,0.697202,1.24E+18,0.015955128,3,224.7726813,20.61344362
31719,224.8491,20.51375,0.685263,1.24E+18,0.018174022,3,224.8487977,20.51384595
31720,225.7605,20.19711,0.709205,1.24E+18,0.019303883,3,225.7601975,20.19698594
31721,226.0536,20.22765,0.651571,1.24E+18,0.013212889,3,226.053392,20.22779107
31724,236.979,16.56501,0.688775,1.24E+18,0.035350551,3,236.9784078,16.5652371
31725,237.6439,16.24072,0.662369,1.24E+18,0.024360193,3,237.643477,16.24080842
31726,237.5518,16.21918,0.711245,1.24E+18,0.008413945,3,237.5516901,16.21924353
31727,238.7989,15.94994,0.780495,1.24E+18,0.026007685,3,238.7984583,15.95000295
31728,240.5292,15.19058,0.69997,1.24E+18,0.027473849,3,240.5287762,15.19077288
31729,240.4532,15.13443,0.713076,1.24E+18,0.008504099,3,240.4531762,15.13428375
31730,240.7364,15.12889,0.670492,1.24E+18,0.01524104,3,240.7361718,15.1288946
31731,241.7301,14.60853,0.65395,1.24E+18,0.003435216,3,241.7301124,14.60858992
31732,242.4805,14.37824,0.664554,1.24E+18,0.021956845,3,242.4802103,14.37800012
31733,242.8316,14.1323,0.663605,1.24E+18,0.046748218,3,242.8312604,14.1330202
31734,244.5406,13.43231,0.701074,1.24E+18,0.044746029,3,244.5399366,13.43258398
31735,246.7782,12.67163,0.694356,1.24E+18,0.026023805,3,246.7777917,12.67187862
31736,203.978,25.48041,0.758184,1.24E+18,0.01726734,3,203.9777238,25.48041517
31737,204.1821,25.44257,0.746362,1.24E+18,0.005504739,3,204.1820142,25.44255489
31738,206.9957,24.92972,0.725193,1.24E+18,0.032031317,3,206.9953066,24.9293104
31739,207.4656,24.88682,0.68409,1.24E+18,0.036643547,3,207.4649608,24.88664739
31740,207.6853,24.8879,0.741651,1.24E+18,0.011777143,3,207.6850686,24.88799596
31741,208.849,24.76119,0.737449,1.24E+18,0.015070043,3,208.8487106,24.76127741
31742,209.4579,24.59529,0.734447,1.24E+18,0.025491574,3,209.4574846,24.59534792
31743,209.9146,24.49851,0.773506,1.24E+18,0.016664954,3,209.914263,24.49854552
31744,211.0047,24.41443,0.748663,1.24E+18,0.01753764,3,211.0043449,24.41450958
31745,211.2249,24.32154,0.70252,1.24E+18,0.019234223,3,211.2245781,24.32155031
31746,211.2182,24.17235,0.721844,1.24E+18,0.035848414,3,211.2175614,24.17237161
31747,211.4378,24.32051,0.679375,1.24E+18,0.023394979,3,211.437338,24.32044126
31748,211.7776,24.1306,0.672829,1.24E+18,0.020062862,3,211.7776277,24.13026234
31749,216.3605,23.14316,0.660479,1.24E+18,0.011614881,3,216.3603538,23.14322639
31750,217.0868,22.99328,0.657992,1.24E+18,0.018933099,3,217.086547,22.9934494
31751,217.5146,22.98077,0.731048,1.24E+18,0.015521273,3,217.5145402,22.98051408
31752,217.6243,22.90646,0.785899,1.24E+18,0.058480191,3,217.6234802,22.90579715
31753,217.7026,22.84881,0.718562,1.24E+18,0.038167051,3,217.7019009,22.84879188
31754,218.933,22.5055,0.752175,1.24E+18,0.025791966,3,218.9331525,22.50590127
31755,219.0867,22.50694,0.732291,1.24E+18,0.024269346,3,219.0866388,22.50654054
31756,218.984,22.61852,0.743217,1.24E+18,0.036854941,3,218.983382,22.61828049
31757,220.1528,22.25677,0.6639,1.24E+18,0.005980262,3,220.152711,22.25674866
31758,220.1339,22.35346,0.704321,1.24E+18,0.035740698,3,220.1332368,22.35347924
31759,220.149,22.38726,0.761222,1.24E+18,0.013585678,3,220.1489196,22.38746996
31760,222.2157,21.72738,0.760836,1.24E+18,0.017368947,3,222.215435,21.72716959
31761,224.3786,21.2401,0.660193,1.24E+18,0.016353006,3,224.3783616,21.23999614
31762,224.7328,21.16047,0.665094,1.24E+18,0.012677501,3,224.7326102,21.1603919
31763,225.2382,20.88646,0.653644,1.24E+18,0.018340088,3,225.2378726,20.88633946
31764,226.5721,20.56907,0.683009,1.24E+18,0.010487106,3,226.5719155,20.56914698
31765,226.8271,20.49706,0.718053,1.24E+18,0.006422634,3,226.8270412,20.49712432
31766,226.8978,20.33487,0.77435,1.24E+18,0.018599822,3,226.8976612,20.33514529
31768,227.7066,20.22185,0.681652,1.24E+18,0.025665235,3,227.7063153,20.22221332
31769,228.0346,19.98808,0.661182,1.24E+18,0.027861331,3,228.0341706,19.98792897
31770,231.5081,19.02004,0.803242,1.24E+18,0.014469094,3,231.5078779,19.02020875
31771,232.8887,18.41262,0.744705,1.24E+18,0.004614177,3,232.8886602,18.41256245
31772,234.6884,17.79745,0.792513,1.24E+18,0.020421658,3,234.6880526,17.79732006
31773,235.9572,17.42412,0.77307,1.24E+18,0.009882476,3,235.9570199,17.42416977
31774,235.9532,17.34979,0.696768,1.24E+18,0.043101225,3,235.9525638,17.34943119
31775,236.0752,17.25243,0.703401,1.24E+18,0.026782891,3,236.0747681,17.2526149
31776,237.7727,16.6328,0.774085,1.24E+18,0.011255969,3,237.7725802,16.63294552
31777,239.5937,16.10252,0.669286,1.24E+18,0.020247455,3,239.5933758,16.10259327
31778,239.5125,16.03818,0.776891,1.24E+18,0.029286566,3,239.5120539,16.03847966
31779,239.4863,16.1246,0.804911,1.24E+18,0.026714239,3,239.4858412,16.12467889
31780,241.4512,15.17659,0.718163,1.24E+18,0.009236377,3,241.4510354,15.17668998
31781,241.8405,15.09719,0.794307,1.24E+18,0.038093964,3,241.8400462,15.09673316
31782,242.3983,14.9067,0.727953,1.24E+18,0.0293988,3,242.3983261,14.90621053
31783,244.3892,14.07935,0.811308,1.24E+18,0.03021261,3,244.3888157,14.07969585
31784,246.7,13.0171,0.736347,1.24E+18,0.022403301,3,246.6996296,13.01712321
31785,204.9757,25.70353,0.830928,1.24E+18,0.032171313,3,204.9751282,25.70352744
31786,207.0845,25.479,0.706408,1.24E+18,0.031022275,3,207.0839429,25.47880175
31787,208.9123,25.09017,0.752115,1.24E+18,0.017070472,3,208.9119735,25.09009715
31788,209.1764,25.08351,0.659108,1.24E+18,0.039068889,3,209.1757679,25.08327026
31789,210.3359,24.78856,0.780854,1.24E+18,0.041195978,3,210.3351471,24.78838323
31790,210.728,24.85016,0.796448,1.24E+18,0.062325679,3,210.7271547,24.85086808
31791,210.8563,24.7379,0.737199,1.24E+18,0.012080511,3,210.8561372,24.73775438
31792,210.9288,24.70872,0.785878,1.24E+18,0.020727873,3,210.9286491,24.70903081
31793,211.4775,24.68534,0.730062,1.24E+18,0.022160647,3,211.4771237,24.68527178
31794,211.648,24.6343,0.665507,1.24E+18,0.03511206,3,211.647476,24.63397184
31795,211.987,24.56415,0.777819,1.24E+18,0.011120232,3,211.9869181,24.56432852
31796,212.4897,24.41434,0.659317,1.24E+18,0.028357795,3,212.4891526,24.41430128
31797,212.6384,24.3578,0.665659,1.24E+18,0.009042871,3,212.6382512,24.35773057
31798,213.098,24.42424,0.691176,1.24E+18,0.011637403,3,213.0978437,24.4240905
31799,215.2314,23.88301,0.775643,1.24E+18,0.005205888,3,215.2312778,23.88306101
31800,215.3907,23.88496,0.778156,1.24E+18,0.010570572,3,215.3905025,23.88504413
31801,218.4125,23.246,0.778533,1.24E+18,0.026663957,3,218.4120439,23.24593103
31802,218.526,23.17087,0.683625,1.24E+18,0.008850997,3,218.5258915,23.17079969
31803,219.2223,22.99642,0.653889,1.24E+18,0.0222542,3,219.2218566,22.99642026
31804,219.0934,22.95527,0.755253,1.24E+18,0.038716553,3,219.0927255,22.95544706
31805,222.2854,22.10371,0.822593,1.24E+18,0.021664718,3,222.2850264,22.10369363
31806,223.2128,22.00614,0.772373,1.24E+18,0.022420111,3,223.212853,22.0065117
31807,228.4318,20.45177,0.70718,1.24E+18,0.034104696,3,228.4319461,20.45232438
31808,228.88,20.33131,0.668655,1.24E+18,0.015858411,3,228.8796785,20.3313329
31809,229.2084,20.20514,0.693419,1.24E+18,0.011144655,3,229.2082884,20.20527805
31810,229.2105,20.08225,0.761517,1.24E+18,0.020825286,3,229.210172,20.08208377
31811,229.4965,20.11061,0.726484,1.24E+18,0.024129312,3,229.4960335,20.11057756
31812,233.5789,18.69535,0.761692,1.24E+18,0.021544082,3,233.5785154,18.69550157
31813,233.6321,18.69056,0.660878,1.24E+18,0.012913523,3,233.6318467,18.69062142
31814,234.4195,18.43578,0.755647,1.24E+18,0.003043784,3,234.4194838,18.43573721
31815,236.3517,17.56197,0.684877,1.24E+18,0.02030612,3,236.3513162,17.56207548
31816,238.7502,16.79416,0.773299,1.24E+18,0.020080364,3,238.7498641,16.79416114
31817,240.2265,16.1563,0.779846,1.24E+18,0.036504587,3,240.2260235,16.15587085
31818,240.3922,16.12188,0.763494,1.24E+18,0.045140414,3,240.3920713,16.12260991
31819,240.476,16.00457,0.674056,1.24E+18,0.008999767,3,240.4758624,16.00464822
31820,241.2604,15.81826,0.715606,1.24E+18,0.008059489,3,241.2602267,15.81829606
31821,241.4875,15.65942,0.714959,1.24E+18,0.030847207,3,241.4870026,15.65936667
31822,241.6719,15.69209,0.666846,1.24E+18,0.070668473,3,241.6712479,15.69110731
31823,241.8138,15.49023,0.741141,1.24E+18,0.033023578,3,241.813226,15.49024102
31824,243.0707,15.14993,0.762948,1.24E+18,0.009122123,3,243.0705215,15.14994415
31825,244.169,14.64884,0.718636,1.24E+18,0.034204952,3,244.1693177,14.64929337
31826,244.3721,14.46944,0.769617,1.24E+18,0.015535903,3,244.3718816,14.46947036
31827,244.9887,14.3507,0.694139,1.24E+18,0.011388632,3,244.9885513,14.35075465
31828,245.2955,14.03199,0.698001,1.24E+18,0.018187662,3,245.2952157,14.03214037
31829,247.3664,13.26858,0.7044,1.24E+18,0.029562788,3,247.3659188,13.26855696
31830,248.3975,12.65587,0.670428,1.24E+18,0.083770904,3,248.3962525,12.65514761
31831,250.1038,11.92974,0.745172,1.24E+18,0.026239898,3,250.1035391,11.93007947
31832,205.3283,26.10573,0.677952,1.24E+18,0.025525287,3,205.3287527,26.10558702
31833,205.2923,26.13661,0.819303,1.24E+18,0.015299125,3,205.292084,26.1364625
31834,205.6878,26.18315,0.665695,1.24E+18,0.048937312,3,205.6869364,26.1828013
31835,206.6881,25.87868,0.701902,1.24E+18,0.028711224,3,206.6876896,25.87842229
31836,207.0316,25.77036,0.713067,1.24E+18,0.023084932,3,207.0311448,25.77032532
31837,209.5421,25.42274,0.693124,1.24E+18,0.027297236,3,209.5415973,25.42269838
31838,209.7675,25.43524,0.759149,1.24E+18,0.028810527,3,209.7669245,25.43524812
31839,212.7287,24.875,0.698856,1.24E+18,0.022948624,3,212.7282626,24.8749745
31840,213.112,24.76935,0.707328,1.24E+18,0.016241799,3,213.1117495,24.7693145
31841,214.6063,24.49661,0.667881,1.24E+18,0.033593675,3,214.6057158,24.49651802
31842,215.808,24.15405,0.75832,1.24E+18,0.017964338,3,215.8076878,24.15402142
31843,216.9618,24.01457,0.688131,1.24E+18,0.020125965,3,216.9616281,24.01428374
31844,218.0785,23.63272,0.687943,1.24E+18,0.023481244,3,218.0781314,23.6329504
31845,218.1244,23.66847,0.667745,1.24E+18,0.054706411,3,218.1233958,23.66841909
31846,218.27,23.5814,0.685226,1.24E+18,0.035152358,3,218.2693192,23.58139887
31847,218.5037,23.50658,0.661203,1.24E+18,0.043228665,3,218.5044217,23.5063119
31848,218.9384,23.57807,0.679086,1.24E+18,0.026716831,3,218.9379956,23.57823649
31849,219.2196,23.42645,0.746268,1.24E+18,0.023958921,3,219.2192248,23.42628113
31850,219.6848,23.33628,0.687548,1.24E+18,0.02983479,3,219.6842649,23.33619755
31852,220.9411,22.98923,0.679682,1.24E+18,0.031910721,3,220.9406,22.98901717
31853,221.2441,22.98046,0.724729,1.24E+18,0.012463524,3,221.2439101,22.98059446
31854,224.3694,22.12666,0.765205,1.24E+18,0.004702206,3,224.3693378,22.12673818
31855,224.6132,21.91301,0.650613,1.24E+18,0.007719371,3,224.6131415,21.91311176
31856,224.4982,21.92076,0.74085,1.24E+18,0.011274443,3,224.4980088,21.92069757
31857,225.5069,21.81106,0.699396,1.24E+18,0.022092815,3,225.5064731,21.81110734
31858,225.795,21.53941,0.798067,1.24E+18,0.021812367,3,225.7953851,21.53946094
31859,226.1213,21.42948,0.696703,1.24E+18,0.021030489,3,226.12129,21.42983371
31860,226.0757,21.61441,0.774905,1.24E+18,0.019314176,3,226.0754558,21.61422901
31861,231.8139,19.73677,0.765983,1.24E+18,0.019323973,3,231.8135875,19.73692179
31863,237.1468,17.87932,0.691492,1.24E+18,0.015462699,3,237.1465658,17.87941065
31864,237.3482,17.76596,0.800787,1.24E+18,0.018738537,3,237.3482809,17.76626656
31866,238.7695,17.27872,0.688475,1.24E+18,0.017902883,3,238.7692434,17.27864276
31867,238.713,17.15117,0.76391,1.24E+18,0.012250401,3,238.7128414,17.15128708
31868,239.3474,17.07396,0.652295,1.24E+18,0.025332649,3,239.3469282,17.07400921
31869,240.373,16.62743,0.669759,1.24E+18,0.019186725,3,240.3726851,16.62747228
31870,240.4415,16.49784,0.739811,1.24E+18,0.018278163,3,240.4413787,16.49756644
31871,241.345,16.30466,0.73464,1.24E+18,0.03469739,3,241.3447443,16.30413392
